Inl,Word,PhonStrsDISC,Phon no stress or syllables
5663,overigens,'o-v@-r@-G@ns,ov@r@G@ns
1534,overkant,'o-v@r-kAnt,ov@rkAnt
1957,overleg,o-v@r-'lEx,ov@rlEx
1397,overtuigd,o-v@r-'tLxt,ov@rtLxt
1397,overtuigd,o-v@r-'tLxt,ov@rtLxt
1876,overtuiging,o-v@r-'tL-GIN,ov@rtLGIN
1041,overzicht,'o-v@r-zIxt,ov@rzIxt
20469,paar,'par,par
4211,paard,'part,part
2325,paarden,'par-d@,pard@
1986,pad,'pAt,pAt
1940,pak,'pAk,pAk
1012,pakje,'pAk-j@,pAkj@
1237,pakken,'pA-k@,pAk@
1237,pakken,'pA-k@,pAk@
3295,pakte,'pAk-t@,pAkt@
1128,paleis,pa-'lKs,palKs
1038,pan,'pAn,pAn
1213,paniek,pa-'nik,panik
1639,papa,'pA-pa,pApa
3294,papier,pa-'pir,papir
1323,papieren,pa-'pi-r@,papir@
1736,paragraaf,pA-ra-'Graf,pAraGraf
3568,Parijs,pa-'rKs,parKs
1349,park,'pArk,pArk
1459,parlement,pAr-l@-'mEnt,pArl@mEnt
1186,particuliere,pAr-ti-ky-'li-r@,pArtikylir@
4307,partij,pAr-'tK,pArtK
2743,partijen,pAr-'tK-j@,pArtKj@
1147,partner,'pArt-n@r,pArtn@r
1189,pas,'pAs,pAs
9954,pas,'pAs,pAs
1472,passen,'pA-s@,pAs@
1472,passen,'pA-s@,pAs@
1646,pastoor,pAs-'tor,pAstor
4169,"pati""ent",pA-'SEnt,pASEnt
1270,"pati""enten",pA-'SEn-t@,pASEnt@
1270,"pati""enten",pA-'SEn-t@,pASEnt@
1212,patroon,pA-'tron,pAtron
1011,paus,'pMs,pMs
1077,penning,'pE-nIN,pEnIN
10768,per,'pEr,pEr
5031,periode,pe-ri-'jo-d@,perijod@
1606,pers,'pErs,pErs
1729,personeel,pEr-so-'nel,pErsonel
3556,personen,p@r-'so-n@,p@rson@
4581,persoon,p@r-'son,p@rson
2725,persoonlijk,p@r-'son-l@k,p@rsonl@k
3614,persoonlijke,p@r-'son-l@-k@,p@rsonl@k@
2025,persoonlijkheid,p@r-'son-l@k-hKt,p@rsonl@khKt
3369,peter,'pe-t@r,pet@r
6313,pijn,'pKn,pKn
1086,pistool,pis-'tol,pistol
25008,plaats,'plats,plats
1540,plaatselijke,'plat-s@-l@-k@,plats@l@k@
2939,plaatsen,'plat-s@,plats@
1011,plafond,pla-'fOnt,plafOnt
5786,plan,'plAn,plAn
2584,plannen,'plA-n@,plAn@
1317,planning,'plE-nIN,plEnIN
1382,plant,'plAnt,plAnt
2050,planten,'plAn-t@,plAnt@
1040,plein,'plKn,plKn
2466,plek,'plEk,plEk
2631,plezier,pl@-'zir,pl@zir
1200,plicht,'plIxt,plIxt
1439,plots,'plOts,plOts
7636,plotseling,'plOt-s@-lIN,plOts@lIN
1005,plotselinge,'plOt-s@-lI-N@,plOts@lIN@
1390,"po""ezie",po-we-'zi,powezi
2698,poging,'po-GIN,poGIN
1973,pogingen,'po-GI-N@,poGIN@
4038,politie,po-'li-tsi,politsi
1997,politiek,po-li-'tik,politik
3257,politiek,po-li-'tik,politik
8359,politieke,po-li-'ti-k@,politik@
1158,poort,'port,port
1339,poosje,'pos-j@,posj@
4154,positie,po-'zi-tsi,pozitsi
1194,positief,po-zi-'tif,pozitif
1711,positieve,po-zi-'ti-v@,pozitiv@
1201,poten,'po-t@,pot@
1348,praatte,'pra-t@,prat@
2381,prachtig,'prAx-t@x,prAxt@x
2284,prachtige,'prAx-t@-G@,prAxt@G@
3931,praktijk,prAk-'tKk,prAktKk
1772,praktisch,'prAk-tis,prAktis
1614,praktische,'prAk-ti-s@,prAktis@
4562,praten,'pra-t@,prat@
4562,praten,'pra-t@,prat@
9374,precies,pr@-'sis,pr@sis
2118,president,pre-zi-'dEnt,prezidEnt
1747,prettig,'prE-t@x,prEt@x
1163,priester,'pris-t@r,prist@r
3194,prijs,'prKs,prKs
1192,prijzen,'prK-z@,prKz@
2444,principe,prIn-'si-p@,prInsip@
2494,prins,'prIns,prIns
5862,probeerde,pro-'ber-d@,proberd@
1042,probeerden,pro-'ber-d@,proberd@
1181,probeert,pro-'bert,probert
1181,probeert,pro-'bert,probert
2433,proberen,pro-'be-r@,prober@
2433,proberen,pro-'be-r@,prober@
6702,probleem,pro-'blem,problem
1157,problematiek,pro-ble-ma-'tik,problematik
7638,problemen,pro-'ble-m@,problem@
2453,procent,pro-'sEnt,prosEnt
5306,proces,pro-'sEs,prosEs
1623,processen,pro-'sE-s@,prosEs@
1865,produkt,pro-'d}kt,prod}kt
1769,produkten,pro-'d}k-t@,prod}kt@
2299,produktie,pro-'d}k-si,prod}ksi
1594,prof,'prOf,prOf
2014,professor,pro-'fE-sOr,profEsOr
2021,programma,pro-'GrA-ma,proGrAma
1150,project,pro-'jEkt,projEkt
1166,provincie,pro-'vIn-si,provInsi
1095,psychische,'psi-xi-s@,psixis@
2669,psychologie,psi-xo-lo-'Gi,psixoloGi
1366,psychologische,psi-xo-'lo-Gi-s@,psixoloGis@
3316,publiek,py-'blik,pyblik
1089,publieke,py-'bli-k@,pyblik@
5267,punt,'p}nt,p}nt
2024,punten,'p}n-t@,p}nt@
5492,raad,'rat,rat
2642,raakte,'rak-t@,rakt@
4759,raam,'ram,ram
2086,radio,'ra-di-jo,radijo
1504,raken,'ra-k@,rak@
1504,raken,'ra-k@,rak@
2088,ramen,'ra-m@,ram@
3238,rand,'rAnt,rAnt
2190,rapport,rA-'pOrt,rApOrt
2749,reactie,re-'jAk-si,rejAksi
1595,reacties,re-'jAk-sis,rejAksis
1238,reageerde,re-ja-'Ger-d@,rejaGerd@
1409,realiteit,re-ja-li-'tKt,rejalitKt
1237,recht,'rExt,rExt
9068,recht,'rExt,rExt
2742,rechter,'rEx-t@r,rExt@r
1287,rechtop,rExt-'Op,rExtOp
1426,rechts,'rExts,rExts
1369,rechts,'rExts,rExts
1720,rechtstreeks,rExt-'streks,rExtstreks
1620,rede,'re-d@,red@
1546,redelijk,'re-d@-l@k,red@l@k
6932,reden,'re-d@,red@
2647,redenen,'re-d@-n@,red@n@
2822,reed,'ret,ret
11779,reeds,'rets,rets
2337,reeks,'reks,reks
2459,regel,'re-G@l,reG@l
1723,regeling,'re-G@-lIN,reG@lIN
2264,regelmatig,re-G@l-'ma-t@x,reG@lmat@x
3078,regels,'re-G@ls,reG@ls
2259,regen,'re-G@,reG@
4397,regering,r@-'Ge-rIN,r@GerIN
3493,reis,'rKs,rKs
4520,rekening,'re-k@-nIN,rek@nIN
4652,relatie,r@-'la-tsi,r@latsi
1499,relatief,r@-la-'tif,r@latif
2424,relaties,r@-'la-tsis,r@latsis
1714,rende,'rEn-d@,rEnd@
1152,republiek,re-py-'blik,repyblik
1022,respect,r@s-'pEkt,r@spEkt
4159,rest,'rEst,rEst
1482,restaurant,rEs-to-'rAnt,rEstorAnt
3146,resultaat,re-z}l-'tat,rez}ltat
2447,resultaten,re-z}l-'ta-t@,rez}ltat@
2196,revolutie,re-vo-'ly-tsi,revolytsi
1009,richten,'rIx-t@,rIxt@
1009,richten,'rIx-t@,rIxt@
7768,richting,'rIx-tIN,rIxtIN
1774,richtte,'rIx-t@,rIxt@
8238,riep,'rip,rip
2050,rij,'rK,rK
1485,rijden,'rK-d@,rKd@
1485,rijden,'rK-d@,rKd@
1378,rijk,'rKk,rKk
2521,rijk,'rKk,rKk
2163,riks,'rIks,rIks
1017,ring,'rIN,rIN
1444,risico,'ri-zi-ko,riziko
2174,rivier,ri-'vir,rivir
3366,rode,'ro-d@,rod@
3366,rode,'ro-d@,rod@
1343,roepen,'ru-p@,rup@
1343,roepen,'ru-p@,rup@
1163,roept,'rupt,rupt
1163,roept,'rupt,rupt
7741,rol,'rOl,rOl
1073,rollen,'rO-l@,rOl@
2328,roman,ro-'mAn,romAn
1174,romans,ro-'mAns,romAns
1671,Rome,'ro-m@,rom@
1018,Romeinse,ro-'mKn-s@,romKns@
4387,rond,'rOnt,rOnt
5432,rond,'rOnt,rOnt
1122,ronde,'rOn-d@,rOnd@
1509,rondom,'rOnd-Om,rOndOm
2829,rood,'rot,rot
1580,rook,'rok,rok
1241,rook,'rok,rok
1740,roze,'r<-z@,r<z@
7348,rug,'r}x,r}x
3007,ruim,'rLm,rLm
5888,ruimte,'rLm-t@,rLmt@
2191,ruimtelijke,'rLm-t@-l@-k@,rLmt@l@k@
1362,Russen,'r}-s@,r}s@
2118,Russische,'r}-si-s@,r}sis@
3638,rust,'r}st,r}st
5291,rustig,'r}s-t@x,r}st@x
1020,rustige,'r}s-t@-G@,r}st@G@
1495,ruzie,'ry-zi,ryzi
11895,'s,'s,s
13050,samen,'sa-m@,sam@
1570,samenhang,'sa-m@n-hAN,sam@nhAN
4982,samenleving,'sa-m@n-le-vIN,sam@nlevIN
2176,samenwerking,'sa-m@n-wEr-kIN,sam@nwErkIN
1932,schaal,'sxal,sxal
1676,schade,'sxa-d@,sxad@
2233,schaduw,'sxa-dyw,sxadyw
4306,scheen,'sxen,sxen
1530,scheiding,'sxK-dIN,sxKdIN
1524,schepen,'sxe-p@,sxep@
2470,scherp,'sxErp,sxErp
1791,scherpe,'sxEr-p@,sxErp@
1044,schijn,'sxKn,sxKn
1730,schijnt,'sxKnt,sxKnt
1730,schijnt,'sxKnt,sxKnt
3248,schip,'sxIp,sxIp
2328,schoenen,'sxu-n@,sxun@
1052,schok,'sxOk,sxOk
1810,scholen,'sxo-l@,sxol@
1360,schonk,'sxONk,sxONk
2000,schoof,'sxof,sxof
8392,school,'sxol,sxol
1835,schoon,'sxon,sxon
1774,schoonheid,'sxon-hKt,sxonhKt
1725,schoot,'sxot,sxot
1725,schoot,'sxot,sxot
3098,schouder,'sxM-d@r,sxMd@r
4989,schouders,'sxM-d@rs,sxMd@rs
5206,schreef,'sxref,sxref
2239,schreeuwde,'sxrew-d@,sxrewd@
1419,schrijft,'sxrKft,sxrKft
1419,schrijft,'sxrKft,sxrKft
1621,schrijven,'sxrK-v@,sxrKv@
1621,schrijven,'sxrK-v@,sxrKv@
3241,schrijven,'sxrK-v@,sxrKv@
3260,schrijver,'sxrK-v@r,sxrKv@r
1791,schrijvers,'sxrK-v@rs,sxrKv@rs
1311,schrik,'sxrIk,sxrIk
1339,schrok,'sxrOk,sxrOk
3586,schudde,'sx}-d@,sx}d@
1080,schuin,'sxLn,sxLn
3439,schuld,'sx}lt,sx}lt
1320,schuldig,'sx}l-d@x,sx}ld@x
1186,seconde,s@-'kOn-d@,s@kOnd@
1555,seconden,s@-'kOn-d@,s@kOnd@
1366,sector,'sEk-tOr,sEktOr
1491,sedert,'se-d@rt,sed@rt
1073,seks,'sEks,sEks
2162,seksuele,sEk-sy-'we-l@,sEksywel@
1874,september,sEp-'tEm-b@r,sEptEmb@r
1328,serieus,se-ri-'j|s,serij|s
2576,sfeer,'sfer,sfer
2167,sigaret,si-Ga-'rEt,siGarEt
5656,sinds,'sInts,sInts
7849,situatie,si-ty-'wa-tsi,sitywatsi
1828,situaties,si-ty-'wa-tsis,sitywatsis
1710,slaan,'slan,slan
1710,slaan,'slan,slan
3494,slaap,'slap,slap
1686,slaapkamer,'slap-ka-m@r,slapkam@r
1377,slachtoffer,'slAxt-O-f@r,slAxtOf@r
2153,slag,'slAx,slAx
2237,slapen,'sla-p@,slap@
2237,slapen,'sla-p@,slap@
1178,slaven,'sla-v@,slav@
4810,slecht,'slExt,slExt
2625,slechte,'slEx-t@,slExt@
17121,slechts,'slExts,slExts
1481,sleutel,'sl|-t@l,sl|t@l
1579,sliep,'slip,slip
5790,sloeg,'slux,slux
2238,sloot,'slot,slot
2952,slot,'slOt,slOt
1133,sluiten,'slL-t@,slLt@
1133,sluiten,'slL-t@,slLt@
3194,smaak,'smak,smak
2185,smalle,'smA-l@,smAl@
1652,sneeuw,'snew,snew
12104,snel,'snEl,snEl
1599,snelheid,'snEl-hKt,snElhKt
2100,snelle,'snE-l@,snEl@
1783,sneller,'snE-l@r,snEl@r
1841,sociaal,so-'Sal,soSal
7982,sociale,so-'Sa-l@,soSal@
1466,socialisme,so-Sa-'lIs-m@,soSalIsm@
1575,socialistische,so-Sa-'lIs-ti-s@,soSalIstis@
1615,soldaat,sOl-'dat,sOldat
3174,soldaten,sOl-'da-t@,sOldat@
7186,sommige,'sO-m@-G@,sOm@G@
19260,soms,'sOms,sOms
13155,soort,'sort,sort
2574,soorten,'sor-t@,sort@
1009,soortgelijke,'sort-x@-lK-k@,sortx@lKk@
1887,Spaanse,'span-s@,spans@
2328,spanning,'spA-nIN,spAnIN
2507,speciaal,spe-'Sal,speSal
2949,speciale,spe-'Sa-l@,speSal@
1771,specifieke,spe-si-'fi-k@,spesifik@
2732,speelde,'spel-d@,speld@
1433,speelt,'spelt,spelt
1433,speelt,'spelt,spelt
4131,spel,'spEl,spEl
3514,spelen,'spe-l@,spel@
3514,spelen,'spe-l@,spel@
1824,spiegel,'spi-G@l,spiG@l
1035,spieren,'spi-r@,spir@
2815,spoedig,'spu-d@x,spud@x
2066,spoor,'spor,spor
1466,sport,'spOrt,spOrt
6084,sprak,'sprAk,sprAk
5715,sprake,'spra-k@,sprak@
1285,spraken,'spra-k@,sprak@
1924,spreekt,'sprekt,sprekt
1924,spreekt,'sprekt,sprekt
4206,spreken,'spre-k@,sprek@
4206,spreken,'spre-k@,sprek@
1259,sprong,'sprON,sprON
1668,sprong,'sprON,sprON
11808,staan,'stan,stan
11808,staan,'stan,stan
2213,staarde,'star-d@,stard@
1294,staart,'start,start
7999,staat,'stat,stat
7999,staat,'stat,stat
11585,staat,'stat,stat
10540,stad,'stAt,stAt
1531,stadium,'sta-di-j}m,stadij}m
1102,staf,'stAf,stAf
5576,stak,'stAk,stAk
5452,stand,'stAnt,stAnt
1940,standpunt,'stAnt-p}nt,stAntp}nt
3476,stap,'stAp,stAp
1716,stappen,'stA-p@,stAp@
2680,stapte,'stAp-t@,stApt@
2649,Staten,'sta-t@,stat@
1636,station,stA-'tSOn,stAtSOn
2413,steden,'ste-d@,sted@
29000,steeds,'stets,stets
1019,steeg,'stex,stex
1462,steek,'stek,stek
1939,steen,'sten,sten
1071,steken,'ste-k@,stek@
1071,steken,'ste-k@,stek@
1301,stel,'stEl,stEl
1301,stel,'stEl,stEl
5094,stelde,'stEl-d@,stEld@
5289,stellen,'stE-l@,stEl@
5289,stellen,'stE-l@,stEl@
1154,stelling,'stE-lIN,stElIN
1318,stelsel,'stEl-s@l,stEls@l
1986,stelt,'stElt,stElt
1986,stelt,'stElt,stElt
11125,stem,'stEm,stEm
1645,stemmen,'stE-m@,stEm@
1677,stemming,'stE-mIN,stEmIN
2350,stenen,'ste-n@,sten@
1056,stenen,'ste-n@,sten@
8795,sterk,'stErk,stErk
4291,sterke,'stEr-k@,stErk@
2343,sterker,'stEr-k@r,stErk@r
1949,sterren,'stE-r@,stEr@
1292,sterven,'stEr-v@,stErv@
1292,sterven,'stEr-v@,stErv@
2430,steun,'st|n,st|n
1855,stevig,'ste-v@x,stev@x
1170,stevige,'ste-v@-G@,stev@G@
1255,stierf,'stirf,stirf
1040,stijf,'stKf,stKf
1947,stijl,'stKl,stKl
5954,stil,'stIl,stIl
4213,stilte,'stIl-t@,stIlt@
4957,stoel,'stul,stul
1188,stoelen,'stu-l@,stul@
2744,stof,'stOf,stOf
1301,stoffen,'stO-f@,stOf@
27336,stond,'stOnt,stOnt
8145,stonden,'stOn-d@,stOnd@
1702,stopte,'stOp-t@,stOpt@
6228,straat,'strat,strat
1635,straf,'strAf,strAf
1759,strak,'strAk,strAk
3422,straks,'strAks,strAks
1999,strand,'strAnt,strAnt
1792,straten,'stra-t@,strat@
2215,streek,'strek,strek
1262,streng,'strEN,strEN
1176,streven,'stre-v@,strev@
5051,strijd,'strKt,strKt
1636,stroom,'strom,strom
2612,structuur,str}k-'tyr,str}ktyr
1069,studenten,sty-'dEn-t@,stydEnt@
1069,studenten,sty-'dEn-t@,stydEnt@
3038,studie,'sty-di,stydi
1764,stuk,'st}k,st}k
6615,stuk,'st}k,st}k
2545,stukje,'st}k-j@,st}kj@
1229,stukjes,'st}k-j@s,st}kj@s
2985,stukken,'st}-k@,st}k@
1055,stuur,'styr,styr
3591,succes,syk-'sEs,syksEs
1643,suiker,'sL-k@r,sLk@r
1221,symbool,sIm-'bol,sImbol
5830,systeem,sis-'tem,sistem
1177,systemen,sis-'te-m@,sistem@
13407,'t,'@t,'@t
4959,taak,'tak,tak
5515,taal,'tal,tal
8031,tafel,'ta-f@l,taf@l
1435,tafeltje,'ta-f@l-tj@,taf@ltj@
1368,taken,'ta-k@,tak@
1200,takken,'tA-k@,tAk@
1117,tal,'tAl,tAl
1045,talen,'ta-l@,tal@
1160,talloze,'tA-lo-z@,tAloz@
1121,talrijke,'tAl-rK-k@,tAlrKk@
2015,tamelijk,'ta-m@-l@k,tam@l@k
3124,tanden,'tAn-d@,tAnd@
4105,tante,'tAn-t@,tAnt@
1371,tas,'tAs,tAs
1085,taxi,'tAk-si,tAksi
528769,te,'t@,t@
1614,techniek,tEx-'nik,tExnik
1039,technieken,tEx-'ni-k@,tExnik@
2224,technische,'tEx-ni-s@,tExnis@
4319,tegelijk,t@-G@-'lKk,t@G@lKk
2828,tegelijkertijd,t@-G@-'lK-k@r-tKt,t@G@lKk@rtKt
1757,tegemoet,t@-G@-'mut,t@G@mut
1208,tegen,'te-G@,teG@
58579,tegen,'te-G@,teG@
9245,tegenover,te-G@-'o-v@r,teG@ov@r
2615,tegenstelling,'te-G@-stE-lIN,teG@stElIN
3544,tegenwoordig,te-G@-'wor-d@x,teG@word@x
2620,teken,'te-k@,tek@
1231,tekort,t@-'kOrt,t@kOrt
2568,tekst,'tEkst,tEkst
1014,teksten,'tEks-t@,tEkst@
2824,telefoon,te-l@-'fon,tel@fon
1954,televisie,te-l@-'vi-zi,tel@vizi
4340,telkens,'tEl-k@ns,tElk@ns
1050,temperatuur,tEm-p@-ra-'tyr,tEmp@ratyr
1134,tempo,'tEm-po,tEmpo
27604,ten,'tEn,tEn
1030,teneinde,tEn-'Kn-d@,tEnKnd@
4750,tenminste,tEn-'mIn-st@,tEnmInst@
8083,tenslotte,tEn-'slO-t@,tEnslOt@
1972,tenzij,tEn-'zK,tEnzK
13595,ter,'tEr,tEr
4364,terecht,t@-'rExt,t@rExt
1948,term,'tErm,tErm
1792,termen,'tEr-m@,tErm@
1932,termijn,tEr-'mKn,tErmKn
1369,terras,tE-'rAs,tErAs
3558,terrein,tE-'rKn,tErKn
24275,terug,t@-'r}x,t@r}x
1234,terugkeer,t@-'r}x-ker,t@r}xker
2996,terwijl,tEr-'wKl,tErwKl
26363,terwijl,tEr-'wKl,tErwKl
1489,teveel,t@-'vel,t@vel
4018,tevens,'te-v@ns,tev@ns
2912,tevoren,t@-'vo-r@,t@vor@
2793,tevreden,t@-'vre-d@,t@vred@
3083,thans,'tAns,tAns
2181,thee,'te,te
1007,thema,'te-ma,tema
1038,theoretische,te-jo-'re-ti-s@,tejoretis@
3949,theorie,te-jo-'ri,tejori
1201,"theorie""en",te-jo-'ri-j@,tejorij@
1194,therapie,te-ra-'pi,terapi
1317,Thomas,'to-mAs,tomAs
9453,thuis,'tLs,tLs
7942,tien,'tin,tin
1420,tientallen,'tin-tA-l@,tintAl@
40615,tijd,'tKt,tKt
1170,tijdelijk,'tK-d@-l@k,tKd@l@k
2619,tijden,'tK-d@,tKd@
11464,tijdens,'tK-d@ns,tKd@ns
1839,tijdje,'tKt-j@,tKtj@
1234,tijdstip,'tKt-stIp,tKtstIp
1786,titel,'ti-t@l,tit@l
57175,toch,'tOx,tOx
1416,tocht,'tOxt,tOxt
35255,toe,'tu,tu
1281,toegang,'tu-GAN,tuGAN
5548,toekomst,'tu-kOmst,tukOmst
1448,toekomstige,tu-'kOm-st@-G@,tukOmst@G@
55601,toen,'tun,tun
22563,toen,'tun,tun
2936,toepassing,'tu-pA-sIN,tupAsIN
4010,toestand,'tu-stAnt,tustAnt
1363,toestemming,'tu-stE-mIN,tustEmIN
1513,toeval,'tu-vAl,tuvAl
2297,toevallig,tu-'vA-l@x,tuvAl@x
1114,ton,'tOn,tOn
1239,toneel,to-'nel,tonel
1068,tonen,'to-n@,ton@
1068,tonen,'to-n@,ton@
2085,tong,'tON,tON
3601,toon,'ton,ton
1351,toonde,'ton-d@,tond@
1648,top,'tOp,tOp
106618,tot,'tOt,tOt
20308,tot,'tOt,tOt
2640,totaal,to-'tal,total
1026,totaal,to-'tal,total
2758,totale,to-'ta-l@,total@
2351,totdat,tO-'dAt,tOdAt
1072,touw,'tMw,tMw
1314,traag,'trax,trax
1100,trachtte,'trAx-t@,trAxt@
1640,traditie,tra-'di-tsi,traditsi
1778,traditionele,tra-di-tSo-'ne-l@,traditSonel@
3062,tranen,'tra-n@,tran@
3803,trap,'trAp,trAp
1082,treden,'tre-d@,tred@
1082,treden,'tre-d@,tred@
2983,trein,'trKn,trKn
1499,trek,'trEk,trEk
2757,trekken,'trE-k@,trEk@
2757,trekken,'trE-k@,trEk@
1114,trekt,'trEkt,trEkt
1114,trekt,'trEkt,trEkt
9038,trok,'trOk,trOk
1683,trokken,'trO-k@,trOk@
1024,trots,'trOts,trOts
1716,trots,'trOts,trOts
1099,trouw,'trMw,trMw
5555,trouwens,'trM-w@ns,trMw@ns
4150,tuin,'tLn,tLn
39252,tussen,'t}-s@,t}s@
2066,tussen,'t}-s@,t}s@
2468,twaalf,'twalf,twalf
42208,twee,'twe,twe
15380,tweede,'twe-d@,twed@
1255,tweemaal,'twe-mal,twemal
2750,twijfel,'twK-f@l,twKf@l
3927,twintig,'twIn-t@x,twInt@x
2247,type,'ti-p@,tip@
1206,typisch,'ti-pis,tipis
68596,u,'y,y
67496,uit,'Lt,Lt
84370,uit,'Lt,Lt
1161,uitbreiding,'Ld-brK-dIN,LdbrKdIN
3339,uitdrukking,'L-dr}-kIN,Ldr}kIN
1229,uiteen,Lt-'en,Lten
3650,uiteindelijk,Lt-'Kn-d@-l@k,LtKnd@l@k
3656,uiteraard,L-t@r-'art,Lt@rart
2422,uiterst,'L-t@rst,Lt@rst
1351,uitgangspunt,'Lt-xANs-p}nt,LtxANsp}nt
1014,uitgesproken,'Lt-x@-spro-k@,Ltx@sprok@
1014,uitgesproken,'Lt-x@-spro-k@,Ltx@sprok@
1781,uitgevoerd,'Lt-x@-vurt,Ltx@vurt
1297,uiting,'L-tIN,LtIN
1619,uitsluitend,'Lt-slL-t@nt,LtslLt@nt
1619,uitsluitend,Lt-'slL-t@nt,LtslLt@nt
2092,uitspraak,'Lt-sprak,Ltsprak
1329,uitspraken,'Lt-spra-k@,Ltsprak@
1711,uitstekend,'Lt-ste-k@nt,Ltstek@nt
1143,uitvoerig,Lt-'fu-r@x,Ltfur@x
1835,uitvoering,'Lt-fu-rIN,LtfurIN
1241,uitwerking,'Lt-wEr-kIN,LtwErkIN
1468,uitzicht,'Lt-sIxt,LtsIxt
1843,uitzondering,'Lt-sOn-d@-rIN,LtsOnd@rIN
1120,uniform,'y-ni-fOrm,ynifOrm
2446,universiteit,y-ni-vEr-zi-'tKt,ynivErzitKt
1560,uren,'y-r@,yr@
1560,uren,'y-r@,yr@
16087,uur,'yr,yr
15333,uw,'yw,yw
1797,vaag,'vax,vax
19321,vaak,'vak,vak
23180,vader,'va-d@r,vad@r
1107,vaders,'va-d@rs,vad@rs
1417,vage,'va-G@,vaG@
1441,vak,'vAk,vAk
2090,vakantie,va-'kAn-si,vakAnsi
1418,val,'vAl,vAl
3577,vallen,'vA-l@,vAl@
3577,vallen,'vA-l@,vAl@
3663,valt,'vAlt,vAlt
3663,valt,'vAlt,vAlt
1161089,van,'vAn,vAn
5790,vanaf,vAn-'Af,vAnAf
2194,vanavond,vAn-'a-vOnt,vAnavOnt
4994,vandaag,vAn-'dax,vAndax
3022,vandaan,vAn-'dan,vAndan
2109,vandaar,vAn-'dar,vAndar
9336,vanuit,vAn-'Lt,vAnLt
3215,vanwege,vAn-'we-G@,vAnweG@
2149,vanzelf,vAn-'zElf,vAnzElf
1933,vanzelfsprekend,vAn-zElf-'spre-k@nt,vAnzElfsprek@nt
10967,vast,'vAst,vAst
2922,vaste,'vAs-t@,vAst@
1686,vastgesteld,'vAst-x@-stElt,vAstx@stElt
26491,veel,'vel,vel
13522,veel,'vel,vel
13522,veel,'vel,vel
1960,veelal,'vel-Al,velAl
1314,veertien,'ver-tin,vertin
1587,veertig,'ver-t@x,vert@x
2285,veilig,'vK-l@x,vKl@x
1392,veiligheid,'vK-l@x-hKt,vKl@xhKt
1732,veld,'vElt,vElt
11829,vele,'ve-l@,vel@
2678,velen,'ve-l@,vel@
1678,vent,'vEnt,vEnt
9376,ver,'vEr,vEr
3046,veranderd,v@r-'An-d@rt,v@rAnd@rt
1731,veranderen,v@r-'An-d@-r@,v@rAnd@r@
1731,veranderen,v@r-'An-d@-r@,v@rAnd@r@
3181,verandering,v@r-'An-d@-rIN,v@rAnd@rIN
3069,veranderingen,v@r-'An-d@-rI-N@,v@rAnd@rIN@
1718,verantwoordelijk,v@r-Ant-'wor-d@-l@k,v@rAntword@l@k
2659,verantwoordelijkheid,v@r-Ant-'wor-d@-l@k-hKt,v@rAntword@l@khKt
1387,verbaasd,v@r-'bast,v@rbast
1387,verbaasd,v@r-'bast,v@rbast
7516,verband,v@r-'bAnt,v@rbAnt
1909,verbazing,v@r-'ba-zIN,v@rbazIN
1241,verbeelding,v@r-'bel-dIN,v@rbeldIN
1259,verbetering,v@r-'be-t@-rIN,v@rbet@rIN
1313,verbinding,v@r-'bIn-dIN,v@rbIndIN
1071,verblijf,v@r-'blKf,v@rblKf
1737,verbonden,v@r-'bOn-d@,v@rbOnd@
1352,verborgen,v@r-'bOr-G@,v@rbOrG@
1009,verdeling,v@r-'de-lIN,v@rdelIN
11302,verder,'vEr-d@r,vErd@r
11302,verder,'vEr-d@r,vErd@r
1349,verdere,'vEr-d@-r@,vErd@r@
1349,verdere,'vEr-d@-r@,vErd@r@
1313,verderop,vEr-d@r-'Op,vErd@rOp
1271,verdieping,v@r-'di-pIN,v@rdipIN
1547,verdomme,v@r-'dO-m@,v@rdOm@
2282,verdriet,v@r-'drit,v@rdrit
2468,verdween,v@r-'dwen,v@rdwen
2118,verdwenen,v@r-'dwe-n@,v@rdwen@
2118,verdwenen,v@r-'dwe-n@,v@rdwen@
1266,verdwijnen,v@r-'dwK-n@,v@rdwKn@
1266,verdwijnen,v@r-'dwK-n@,v@rdwKn@
1376,verenigde,v@-'re-n@G-d@,v@ren@Gd@
1376,verenigde,v@-'re-n@G-d@,v@ren@Gd@
1189,vereniging,v@-'re-n@-GIN,v@ren@GIN
1121,verf,'vErf,vErf
1913,vergadering,v@r-'Ga-d@-rIN,v@rGad@rIN
1617,vergelijking,v@r-G@-'lK-kIN,v@rG@lKkIN
1068,vergeten,v@r-'Ge-t@,v@rGet@
1068,vergeten,v@r-'Ge-t@,v@rGet@
3204,vergeten,v@r-'Ge-t@,v@rGet@
1068,vergeten,v@r-'Ge-t@,v@rGet@
6807,verhaal,v@r-'hal,v@rhal
2940,verhalen,v@r-'ha-l@,v@rhal@
3445,verhouding,v@r-'hM-dIN,v@rhMdIN
1473,verhoudingen,v@r-'hM-dI-N@,v@rhMdIN@
1619,verkeer,v@r-'ker,v@rker
1234,verkeerd,v@r-'kert,v@rkert
1052,verkeerd,v@r-'kert,v@rkert
1858,verkeerde,v@r-'ker-d@,v@rkerd@
1120,verklaren,v@r-'kla-r@,v@rklar@
1120,verklaren,v@r-'kla-r@,v@rklar@
3314,verklaring,v@r-'kla-rIN,v@rklarIN
1049,verkocht,v@r-'kOxt,v@rkOxt
