Inl,Word,PhonStrsDISC,Phon no stress or syllables
1556,jongeman,jO-N@-'mAn,jON@mAn
8553,jongen,'jO-N@,jON@
1373,jongen,'jO-N@,jON@
5393,jongens,'jO-N@ns,jON@ns
1073,jongetje,'jO-N@-tj@,jON@tj@
1134,jongste,'jON-st@,jONst@
1872,joodse,'jot-s@,jots@
8861,jou,'jM,jM
3830,jouw,'jMw,jMw
1785,juffrouw,'j}-frMw,j}frMw
13236,juist,'jLst,jLst
3517,juiste,'jLs-t@,jLst@
1821,juli,'jy-li,jyli
11034,jullie,'j}-li,j}li
1793,juni,'jy-ni,jyni
1422,jurk,'j}rk,j}rk
2240,kaart,'kart,kart
1502,kaarten,'kar-t@,kart@
1837,kaas,'kas,kas
2606,kader,'ka-d@r,kad@r
1010,kale,'ka-l@,kal@
1544,kalm,'kAlm,kAlm
13492,kamer,'ka-m@r,kam@r
1523,kamers,'ka-m@rs,kam@rs
1308,kamp,'kAmp,kAmp
23223,kan,'kAn,kAn
23223,kan,'kAn,kAn
23223,kan,'kAn,kAn
23223,kan,'kAn,kAn
7245,kans,'kAns,kAns
1280,kansen,'kAn-s@,kAns@
9957,kant,'kAnt,kAnt
2396,kanten,'kAn-t@,kAnt@
2379,kantoor,kAn-'tor,kAntor
1158,kapitaal,kA-pi-'tal,kApital
4052,kapitein,kA-pi-'tKn,kApitKn
1284,kapot,ka-'pOt,kapOt
5028,karakter,ka-'rAk-t@r,karAkt@r
1518,kast,'kAst,kAst
1292,kasteel,kAs-'tel,kAstel
2081,kat,'kAt,kAt
1928,katholieke,kA-to-'li-k@,kAtolik@
24581,keek,'kek,kek
2503,keel,'kel,kel
18053,keer,'ker,ker
2024,keerde,'ker-d@,kerd@
1347,keizer,'kK-z@r,kKz@r
3186,keken,'ke-k@,kek@
1436,ken,'kEn,kEn
1436,ken,'kEn,kEn
4651,kende,'kEn-d@,kEnd@
1026,kenden,'kEn-d@,kEnd@
1446,kenmerken,'kEn-mEr-k@,kEnmErk@
2989,kennelijk,'kE-n@-l@k,kEn@l@k
3308,kennen,'kE-n@,kEn@
3308,kennen,'kE-n@,kEn@
5978,kennis,'kE-n@s,kEn@s
2217,kent,'kEnt,kEnt
2217,kent,'kEnt,kEnt
1649,kerel,'ke-r@l,ker@l
1056,keren,'ke-r@,ker@
7184,kerk,'kErk,kErk
1253,kerken,'kEr-k@,kErk@
1502,kern,'kErn,kErn
3805,keuken,'k|-k@,k|k@
1171,keurig,'k|-r@x,k|r@x
1275,keus,'k|s,k|s
3292,keuze,'k|-z@,k|z@
1263,kiezen,'ki-z@,kiz@
1263,kiezen,'ki-z@,kiz@
2433,kijk,'kKk,kKk
2433,kijk,'kKk,kKk
6305,kijken,'kK-k@,kKk@
6305,kijken,'kK-k@,kKk@
2335,kijkt,'kKkt,kKkt
2335,kijkt,'kKkt,kKkt
2211,kilometer,'ki-lo-me-t@r,kilomet@r
1357,kin,'kIn,kIn
19237,kind,'kInt,kInt
20500,kinderen,'kIn-d@-r@,kInd@r@
1241,kist,'kIst,kIst
5067,klaar,'klar,klar
1218,klachten,'klAx-t@,klAxt@
1229,klanten,'klAn-t@,klAnt@
1719,klap,'klAp,klAp
1683,klas,'klAs,klAs
1373,klasse,'klA-s@,klAs@
1548,klassieke,klA-'si-k@,klAsik@
8036,klein,'klKn,klKn
9842,kleine,'klK-n@,klKn@
9842,kleine,'klK-n@,klKn@
1495,kleiner,'klK-n@r,klKn@r
1293,kleinere,'klK-n@-r@,klKn@r@
1788,kleren,'kle-r@,kler@
1788,kleren,'kle-r@,kler@
4113,kleur,'kl|r,kl|r
2435,kleuren,'kl|-r@,kl|r@
1202,klimaat,kli-'mat,klimat
1047,klinkt,'klINkt,klINkt
1047,klinkt,'klINkt,klINkt
1118,klok,'klOk,klOk
4219,klonk,'klONk,klONk
1341,klopte,'klOp-t@,klOpt@
2605,"knie""en",'kni-j@,knij@
5355,knikte,'knIk-t@,knIkt@
1099,koel,'kul,kul
1077,koele,'ku-l@,kul@
1074,koffer,'kO-f@r,kOf@r
4699,koffie,'kO-fi,kOfi
2731,kolonel,ko-lo-'nEl,kolonEl
1213,kom,'kOm,kOm
1516,kom,'kOm,kOm
3589,kom,'kOm,kOm
3589,kom,'kOm,kOm
19435,komen,'ko-m@,kom@
19435,komen,'ko-m@,kom@
1395,komst,'kOmst,kOmst
14228,komt,'kOmt,kOmt
14228,komt,'kOmt,kOmt
52291,kon,'kOn,kOn
11091,konden,'kOn-d@,kOnd@
3674,koning,'ko-nIN,konIN
1699,koningin,ko-nI-'NIn,konINIn
4957,kop,'kOp,kOp
1600,kopen,'ko-p@,kop@
1600,kopen,'ko-p@,kop@
1539,kopje,'kOp-j@,kOpj@
7357,kort,'kOrt,kOrt
6216,korte,'kOr-t@,kOrt@
1528,kortom,kOrt-'Om,kOrtOm
3037,kosten,'kOs-t@,kOst@
1087,kou,'kM,kM
3250,koud,'kMt,kMt
2353,koude,'kM-d@,kMd@
6329,kracht,'krAxt,krAxt
2721,krachten,'krAx-t@,krAxt@
1218,krachtig,'krAx-t@x,krAxt@x
1178,krachtige,'krAx-t@-G@,krAxt@G@
3041,krant,'krAnt,krAnt
1824,kranten,'krAn-t@,krAnt@
11913,kreeg,'krex,krex
3329,kregen,'kre-G@,kreG@
1299,krijg,'krKx,krKx
1299,krijg,'krKx,krKx
7750,krijgen,'krK-G@,krKG@
7750,krijgen,'krK-G@,krKG@
3614,krijgt,'krKxt,krKxt
3614,krijgt,'krKxt,krKxt
2052,kring,'krIN,krIN
1395,kringen,'krI-N@,krIN@
2904,kritiek,kri-'tik,kritik
1154,kritische,'kri-ti-s@,kritis@
1019,kroop,'krop,krop
1517,kruis,'krLs,krLs
4562,kun,'k}n,k}n
18544,kunnen,'k}-n@,k}n@
18544,kunnen,'k}-n@,k}n@
37087,kunnen,'k}-n@,k}n@
3830,kunst,'k}nst,k}nst
11591,kunt,'k}nt,k}nt
1961,kust,'k}st,k}st
1293,kuste,'k}s-t@,k}st@
1453,kwaad,'kwat,kwat
1365,kwaad,'kwat,kwat
1541,kwaad,'kwat,kwat
1296,kwalijk,'kwa-l@k,kwal@k
2553,kwaliteit,kwa-li-'tKt,kwalitKt
37530,kwam,'kwAm,kwAm
10828,kwamen,'kwa-m@,kwam@
1042,kwart,'kwArt,kwArt
1194,kwartier,kwAr-'tir,kwArtir
2952,kwestie,'kwEs-ti,kwEsti
2296,kwijt,'kwKt,kwKt
2293,laag,'lax,lax
3519,laat,'lat,lat
6624,laat,'lat,lat
3519,laat,'lat,lat
3519,laat,'lat,lat
3519,laat,'lat,lat
11019,laatste,'lat-st@,latst@
11019,laatste,'lat-st@,latst@
1572,lach,'lAx,lAx
2116,lachen,'lA-x@,lAx@
2116,lachen,'lA-x@,lAx@
4890,lachte,'lAx-t@,lAxt@
12366,lag,'lAx,lAx
2103,lage,'la-G@,laG@
1032,lagen,'la-G@,laG@
3567,lagen,'la-G@,laG@
1874,lagere,'la-G@-r@,laG@r@
12640,land,'lAnt,lAnt
4816,landen,'lAn-d@,lAnd@
1774,landschap,'lAnt-sxAp,lAntsxAp
23144,lang,'lAN,lAN
11623,lange,'lA-N@,lAN@
6570,langer,'lA-N@r,lAN@r
11145,langs,'lANs,lANs
3184,langs,'lANs,lANs
7585,langzaam,'lAN-zam,lANzam
1388,langzamerhand,'lAN-za-m@r-hAnt,lANzam@rhAnt
2573,las,'lAs,lAs
2429,last,'lAst,lAst
1188,lastig,'lAs-t@x,lAst@x
15709,laten,'la-t@,lat@
15709,laten,'la-t@,lat@
10923,later,'la-t@r,lat@r
10923,later,'la-t@r,lat@r
1322,lawaai,la-'waj,lawaj
4903,leden,'le-d@,led@
1869,leefde,'lev-d@,levd@
1056,leeft,'left,left
1056,leeft,'left,left
4217,leeftijd,'lef-tKt,leftKt
2886,leeg,'lex,lex
9437,leek,'lek,lek
1426,leer,'ler,ler
1345,leerde,'ler-d@,lerd@
1154,leerling,'ler-lIN,lerlIN
1285,leerlingen,'ler-lI-N@,lerlIN@
1285,leerlingen,'ler-lI-N@,lerlIN@
6125,legde,'lEG-d@,lEGd@
2373,lege,'le-G@,leG@
2582,leger,'le-G@r,leG@r
2682,leggen,'lE-G@,lEG@
2682,leggen,'lE-G@,lEG@
2219,leidde,'lK-d@,lKd@
1974,leiden,'lK-d@,lKd@
1974,leiden,'lK-d@,lKd@
1750,leider,'lK-d@r,lKd@r
1254,leiders,'lK-d@rs,lKd@rs
2938,leiding,'lK-dIN,lKdIN
1383,leidt,'lKt,lKt
1383,leidt,'lKt,lKt
1467,leken,'le-k@,lek@
2901,lekker,'lE-k@r,lEk@r
1112,lengte,'lEN-t@,lENt@
1488,leraar,'le-rar,lerar
1555,leraren,'le-ra-r@,lerar@
4519,leren,'le-r@,ler@
4519,leren,'le-r@,ler@
1417,letterlijk,'lE-t@r-l@k,lEt@rl@k
1276,letters,'lE-t@rs,lEt@rs
3026,leuk,'l|k,l|k
1212,leunde,'l|n-d@,l|nd@
9396,leven,'le-v@,lev@
9396,leven,'le-v@,lev@
18792,leven,'le-v@,lev@
1029,leveren,'le-v@-r@,lev@r@
1029,leveren,'le-v@-r@,lev@r@
3178,lezen,'le-z@,lez@
3178,lezen,'le-z@,lez@
2018,lezer,'le-z@r,lez@r
11174,lichaam,'lI-xam,lIxam
1672,lichamelijke,lI-'xa-m@-l@-k@,lIxam@l@k@
1137,lichamen,'lI-xa-m@,lIxam@
1471,licht,'lIxt,lIxt
11369,licht,'lIxt,lIxt
2865,lichte,'lIx-t@,lIxt@
4850,lid,'lIt,lIt
2389,lief,'lif,lif
7128,liefde,'liv-d@,livd@
15186,liep,'lip,lip
4081,liepen,'li-p@,lip@
16405,liet,'lit,lit
2849,lieten,'li-t@,lit@
2646,lieve,'li-v@,liv@
2549,liever,'li-v@r,liv@r
2549,liever,'li-v@r,liv@r
1085,lift,'lIft,lIft
5334,liggen,'lI-G@,lIG@
5334,liggen,'lI-G@,lIG@
5693,ligt,'lIxt,lIxt
5693,ligt,'lIxt,lIxt
1394,lijden,'lK-d@,lKd@
2182,lijf,'lKf,lKf
1318,lijken,'lK-k@,lKk@
1318,lijken,'lK-k@,lKk@
5138,lijkt,'lKkt,lKkt
5138,lijkt,'lKkt,lKkt
2910,lijn,'lKn,lKn
1342,lijnen,'lK-n@,lKn@
1567,lijst,'lKst,lKst
3226,links,'lINks,lINks
4323,lippen,'lI-p@,lIp@
1268,literaire,li-t@-'r)-r@,lit@r)r@
2968,literatuur,li-t@-ra-'tyr,lit@ratyr
1055,logisch,'lo-Gis,loGis
1026,lokale,lo-'ka-l@,lokal@
4382,loop,'lop,lop
2440,loopt,'lopt,lopt
2440,loopt,'lopt,lopt
4590,lopen,'lo-p@,lop@
4590,lopen,'lo-p@,lop@
7293,los,'lOs,lOs
2301,lot,'lOt,lOt
1034,louter,'lM-t@r,lMt@r
7657,lucht,'l}xt,l}xt
1641,luid,'lLt,lLt
2143,luisterde,'lLs-t@r-d@,lLst@rd@
1411,luisteren,'lLs-t@-r@,lLst@r@
1411,luisteren,'lLs-t@-r@,lLst@r@
1798,luitenant,lL-t@-'nAnt,lLt@nAnt
1631,maag,'max,max
1532,maak,'mak,mak
1532,maak,'mak,mak
5716,maakt,'makt,makt
5716,maakt,'makt,makt
14511,maakte,'mak-t@,makt@
3422,maakten,'mak-t@,makt@
3188,maal,'mal,mal
1090,maaltijd,'mal-tKt,maltKt
2635,maan,'man,man
3147,maand,'mant,mant
6551,maanden,'man-d@,mand@
226516,maar,'mar,mar
48135,maar,'mar,mar
1832,maart,'mart,mart
1162,maat,'mat,mat
2130,maatregelen,'mat-re-G@-l@,matreG@l@
2860,maatschappelijk,mat-'sxA-p@-l@k,matsxAp@l@k
4698,maatschappelijke,mat-'sxA-p@-l@-k@,matsxAp@l@k@
4813,maatschappij,mat-sxA-'pK,matsxApK
1498,machine,mA-'Si-n@,mASin@
1067,machines,mA-'Si-n@s,mASin@s
7570,macht,'mAxt,mAxt
1222,madame,ma-'dAm,madAm
3611,mag,'mAx,mAx
3611,mag,'mAx,mAx
3611,mag,'mAx,mAx
3611,mag,'mAx,mAx
1203,magere,'ma-G@-r@,maG@r@
1039,majoor,ma-'jor,major
18653,maken,'ma-k@,mak@
18653,maken,'ma-k@,mak@
1200,makkelijk,'mA-k@-l@k,mAk@l@k
1527,malen,'ma-l@,mal@
1745,mama,mA-'ma,mAma
37136,man,'mAn,mAn
14107,manier,ma-'nir,manir
1754,manieren,ma-'ni-r@,manir@
12544,mannen,'mA-n@,mAn@
2564,markt,'mArkt,mArkt
2023,massa,'mA-sa,mAsa
6583,mate,'ma-t@,mat@
2068,materiaal,ma-te-ri-'jal,materijal
1229,"materi""ele",ma-te-ri-'je-l@,materijel@
70852,me,'m@,m@
3247,mede,'me-d@,med@
1138,medewerkers,'me-d@-wEr-k@rs,med@wErk@rs
1036,media,'me-di-ja,medija
2209,medische,'me-di-s@,medis@
27148,mee,'me,me
1473,meegemaakt,'me-G@-makt,meG@makt
1147,meegenomen,'me-G@-no-m@,meG@nom@
2515,meende,'men-d@,mend@
61767,meer,'mer,mer
39491,meer,'mer,mer
1030,meerdere,'mer-d@-r@,merd@r@
1540,meerderheid,'mer-d@r-hKt,merd@rhKt
9072,meest,'mest,mest
8245,meestal,'mest-Al,mestAl
7589,meeste,'mes-t@,mest@
2585,meester,'mes-t@r,mest@r
2639,mei,'mK,mK
10039,meisje,'mKs-j@,mKsj@
5082,meisjes,'mKs-j@s,mKsj@s
2144,melk,'mElk,mElk
69301,men,'mEn,mEn
8600,meneer,m@-'ner,m@ner
1251,menigte,'me-n@x-t@,men@xt@
4022,mening,'me-nIN,menIN
18485,mens,'mEns,mEns
2812,menselijk,'mEn-s@-l@k,mEns@l@k
5181,menselijke,'mEn-s@-l@-k@,mEns@l@k@
39593,mensen,'mEn-s@,mEns@
1168,mensheid,'mEns-hKt,mEnshKt
1468,merken,'mEr-k@,mErk@
1468,merken,'mEr-k@,mErk@
3417,merkte,'mErk-t@,mErkt@
1200,merkwaardig,mErk-'war-d@x,mErkward@x
1112,merkwaardige,mErk-'war-d@-G@,mErkward@G@
1396,mes,'mEs,mEs
385416,met,'mEt,mEt
8948,meteen,m@-'ten,m@ten
4565,meter,'me-t@r,met@r
2997,methode,me-'to-d@,metod@
1336,methoden,me-'to-d@,metod@
6938,mevrouw,m@-'vrMw,m@vrMw
3029,mezelf,m@-'zElf,m@zElf
2881,middag,'mI-dAx,mIdAx
5513,middel,'mI-d@l,mId@l
4039,middelen,'mI-d@-l@,mId@l@
3590,midden,'mI-d@,mId@
2495,midden,'mI-d@,mId@
67877,mij,'mK,mK
115206,mijn,'mKn,mKn
1794,mijnheer,mKn-'her,mKnher
1428,mijzelf,'mK-zElf,mKzElf
1793,milieu,mi-'lj|,milj|
2618,militaire,mi-li-'t)-r@,milit)r@
2750,miljoen,m@l-'jun,m@ljun
1239,miljoenen,m@l-'ju-n@,m@ljun@
2897,min,'mIn,mIn
9015,minder,'mIn-d@r,mInd@r
6600,minder,'mIn-d@r,mInd@r
3943,minister,mi-'nIs-t@r,minIst@r
1421,ministerie,mi-nIs-'te-ri,minIsteri
1254,minst,'mInst,mInst
1788,minstens,'mIn-st@ns,mInst@ns
5772,minuten,mi-'ny-t@,minyt@
1500,minuut,mi-'nyt,minyt
1410,mis,'mIs,mIs
27367,misschien,mI-'sxin,mIsxin
7089,mocht,'mOxt,mOxt
1855,mochten,'mOx-t@,mOxt@
2955,model,mo-'dEl,modEl
1286,modellen,mo-'dE-l@,modEl@
3595,moderne,mo-'dEr-n@,modErn@
2380,moe,'mu,mu
2101,moed,'mut,mut
23515,moeder,'mu-d@r,mud@r
1545,moeders,'mu-d@rs,mud@rs
8907,moeilijk,'muj-l@k,mujl@k
1506,moeilijke,'muj-l@-k@,mujl@k@
1341,moeilijker,'muj-l@-k@r,mujl@k@r
3273,moeilijkheden,'muj-l@k-he-d@,mujl@khed@
6277,moeite,'muj-t@,mujt@
1090,moeizaam,'muj-zam,mujzam
31941,moest,'must,must
8095,moesten,'mus-t@,must@
15891,moet,'mut,mut
15891,moet,'mut,mut
15891,moet,'mut,mut
15891,moet,'mut,mut
19736,moeten,'mu-t@,mut@
9868,moeten,'mu-t@,mut@
9868,moeten,'mu-t@,mut@
20239,mogelijk,'mo-G@-l@k,moG@l@k
3209,mogelijke,'mo-G@-l@-k@,moG@l@k@
4738,mogelijkheden,'mo-G@-l@k-he-d@,moG@l@khed@
4885,mogelijkheid,'mo-G@-l@k-hKt,moG@l@khKt
3351,mogen,'mo-G@,moG@
3351,mogen,'mo-G@,moG@
11452,moment,mo-'mEnt,momEnt
1130,momenten,mo-'mEn-t@,momEnt@
1690,mompelde,'mOm-p@l-d@,mOmp@ld@
9313,mond,'mOnt,mOnt
7089,mooi,'moj,moj
5470,mooie,'mo-j@,moj@
1413,mooiste,'moj-st@,mojst@
1609,moord,'mort,mort
1130,morele,mo-'re-l@,morel@
3791,morgen,'mOr-G@,mOrG@
2979,morgen,'mOr-G@,mOrG@
1602,morgens,'mOr-G@ns,mOrG@ns
1088,motieven,mo-'ti-v@,motiv@
1585,motor,'mo-tOr,motOr
2169,muren,'my-r@,myr@
1506,museum,my-'se-j}m,mysej}m
3848,muur,'myr,myr
4886,muziek,my-'zik,myzik
1109,'n,'@n,'@n
49441,na,'na,na
1286,naakt,'nakt,nakt
12441,naam,'nam,nam
188242,naar,'nar,nar
2369,naarmate,nar-'ma-t@,narmat@
15207,naast,'nast,nast
8099,nacht,'nAxt,nAxt
2232,nachts,'nAxts,nAxts
6832,nadat,na-'dAt,nadAt
2400,nader,'na-d@r,nad@r
1037,nadere,'na-d@-r@,nad@r@
2144,nadruk,'na-dr}k,nadr}k
12092,nam,'nAm,nAm
2237,name,'na-m@,nam@
2237,name,'na-m@,nam@
5886,namelijk,'na-m@-l@k,nam@l@k
3106,namen,'na-m@,nam@
1703,namen,'na-m@,nam@
1065,nat,'nAt,nAt
1093,nationaal,nA-tSo-'nal,nAtSonal
2743,nationale,nA-tSo-'na-l@,nAtSonal@
1480,natte,'nA-t@,nAt@
3859,natuur,na-'tyr,natyr
18721,natuurlijk,na-'tyr-l@k,natyrl@k
2633,natuurlijke,na-'tyr-l@-k@,natyrl@k@
1274,nauw,'nMw,nMw
8238,nauwelijks,'nM-w@-l@ks,nMw@l@ks
1380,nauwkeurig,nMw-'k|-r@x,nMwk|r@x
8560,Nederland,'ne-d@r-lAnt,ned@rlAnt
1018,Nederlanders,'ne-d@r-lAn-d@rs,ned@rlAnd@rs
1338,Nederlands,'ne-d@r-lAnts,ned@rlAnts
7642,Nederlandse,'ne-d@r-lAnt-s@,ned@rlAnts@
15634,nee,'ne,ne
2036,neem,'nem,nem
2036,neem,'nem,nem
2892,neemt,'nemt,nemt
2892,neemt,'nemt,nemt
1946,neen,'nen,nen
6548,neer,'ner,ner
1360,negatieve,ne-Ga-'ti-v@,neGativ@
2105,negen,'ne-G@,neG@
1985,neiging,'nK-GIN,nKGIN
2474,nek,'nEk,nEk
8186,nemen,'ne-m@,nem@
8186,nemen,'ne-m@,nem@
3415,nergens,'nEr-G@ns,nErG@ns
17857,net,'nEt,nEt
4166,neus,'n|s,n|s
13812,niemand,'ni-mAnt,nimAnt
395743,niet,'nit,nit
4038,niet,'nit,nit
2959,niets,'nits,nits
33656,niets,'nits,nits
2006,niettemin,ni-t@-'mIn,nit@mIn
1010,nietwaar,nid-'war,nidwar
5751,nieuw,'niw,niw
25262,nieuwe,'ni-w@,niw@
1234,nieuws,'niws,niws
1234,nieuws,'niws,niws
1367,nieuwsgierig,niws-'xi-r@x,niwsxir@x
3782,niks,'nIks,nIks
1065,nimmer,'nI-m@r,nIm@r
3831,niveau,ni-'vo,nivo
5562,noch,'nOx,nOx
16667,nodig,'no-d@x,nod@x
1477,nodige,'no-d@-G@,nod@G@
2567,noemde,'num-d@,numd@
2993,noemen,'nu-m@,num@
2993,noemen,'nu-m@,num@
1378,noemt,'numt,numt
1378,noemt,'numt,numt
149233,nog,'nOx,nOx
5684,nogal,nOx-'Al,nOxAl
1253,nogmaals,'nOx-mals,nOxmals
1125,nood,'not,not
1664,noodzaak,'not-sak,notsak
3151,noodzakelijk,not-'sa-k@-l@k,notsak@l@k
1238,noodzakelijke,not-'sa-k@-l@-k@,notsak@l@k@
34126,nooit,'nojt,nojt
1835,noorden,'nor-d@,nord@
2844,normaal,nOr-'mal,nOrmal
2680,normale,nOr-'ma-l@,nOrmal@
2278,normen,'nOr-m@,nOrm@
1410,nota,'no-ta,nota
1838,nou,'nM,nM
10898,nou,'nM,nM
1772,november,no-'vEm-b@r,novEmb@r
28466,nu,'ny,ny
52618,nu,'ny,ny
4313,nu,'ny,ny
2546,nummer,'n}-m@r,n}m@r
1099,nut,'n}t,n}t
1151,nuttig,'n}-t@x,n}t@x
5850,o,'o,o
1111,object,Ob-'jEkt,ObjEkt
1164,oceaan,o-se-'jan,osejan
2744,ochtend,'Ox-t@nt,Oxt@nt
171538,of,'Of,Of
1182,officieel,O-fi-'Sel,OfiSel
1680,"offici""ele",O-fi-'Se-l@,OfiSel@
1744,officier,O-fi-'sir,Ofisir
1194,officieren,O-fi-'si-r@,Ofisir@
1682,ofschoon,Of-'sxon,Ofsxon
1147,ofwel,'Ov-wEl,OvwEl
27502,ogen,'o-G@,oG@
7522,ogenblik,'o-G@-blIk,oG@blIk
1768,oktober,Ok-'to-b@r,Oktob@r
1916,olie,'o-li,oli
174493,om,'Om,Om
31159,om,'Om,Om
41484,omdat,Om-'dAt,OmdAt
5420,omgeving,Om-'Ge-vIN,OmGevIN
5233,omhoog,Om-'hox,Omhox
1417,omlaag,Om-'lax,Omlax
5041,omstandigheden,Om-'stAn-d@x-he-d@,OmstAnd@xhed@
1276,omstreeks,'Om-streks,Omstreks
2465,omtrent,Om-'trEnt,OmtrEnt
2353,omvang,'Om-vAN,OmvAN
1062,onafhankelijk,On-Af-'hAN-k@-l@k,OnAfhANk@l@k
1010,onbewust,Om-b@-'w}st,Omb@w}st
5343,ondanks,'On-dANks,OndANks
45049,onder,'On-d@r,Ond@r
5005,onder,'On-d@r,Ond@r
1761,onderdeel,'On-d@r-del,Ond@rdel
1190,onderdelen,'On-d@r-de-l@,Ond@rdel@
1412,onderling,'On-d@r-lIN,Ond@rlIN
1425,onderlinge,'On-d@r-lI-N@,Ond@rlIN@
1963,onderneming,On-d@r-'ne-mIN,Ond@rnemIN
1179,ondernemingen,On-d@r-'ne-mI-N@,Ond@rnemIN@
2140,onderscheid,'On-d@r-sxKt,Ond@rsxKt
1537,onderscheiden,On-d@r-'sxK-d@,Ond@rsxKd@
1630,ondertussen,On-d@r-'t}-s@,Ond@rt}s@
1508,onderweg,On-d@r-'wEx,Ond@rwEx
2866,onderwerp,'On-d@r-wErp,Ond@rwErp
1083,onderwerpen,'On-d@r-wEr-p@,Ond@rwErp@
6878,onderwijs,'On-d@r-wKs,Ond@rwKs
8633,onderzoek,'On-d@r-zuk,Ond@rzuk
1783,ongeluk,'ON-G@-l}k,ONG@l}k
2540,ongetwijfeld,ON-G@-'twK-f@lt,ONG@twKf@lt
6689,ongeveer,ON-G@-'ver,ONG@ver
5849,onmiddellijk,On-'mI-d@-l@k,OnmId@l@k
3807,onmogelijk,On-'mo-G@-l@k,OnmoG@l@k
53589,ons,'Ons,Ons
1144,ontbijt,Ond-'bKt,OndbKt
1023,ontdekken,On-'dE-k@,OndEk@
1023,ontdekken,On-'dE-k@,OndEk@
1203,ontdekking,On-'dE-kIN,OndEkIN
1455,ontmoeting,Ont-'mu-tIN,OntmutIN
1104,ontslag,Ont-'slAx,OntslAx
2029,ontstaan,Ont-'stan,Ontstan
2029,ontstaan,Ont-'stan,Ontstan
2029,ontstaan,Ont-'stan,Ontstan
1240,ontstaat,Ont-'stat,Ontstat
1240,ontstaat,Ont-'stat,Ontstat
1524,ontstond,Ont-'stOnt,OntstOnt
1110,ontwerp,Ont-'wErp,OntwErp
1165,ontwikkeld,Ont-'wI-k@lt,OntwIk@lt
1165,ontwikkeld,Ont-'wI-k@lt,OntwIk@lt
1167,ontwikkelen,Ont-'wI-k@-l@,OntwIk@l@
1167,ontwikkelen,Ont-'wI-k@-l@,OntwIk@l@
8692,ontwikkeling,Ont-'wI-k@-lIN,OntwIk@lIN
2195,ontwikkelingen,Ont-'wI-k@-lI-N@,OntwIk@lIN@
1432,onvermijdelijk,On-v@r-'mK-d@-l@k,Onv@rmKd@l@k
1477,onvoldoende,On-vOl-'dun-d@,OnvOldund@
30817,onze,'On-z@,Onz@
1105,onzekerheid,On-'ze-k@r-hKt,Onzek@rhKt
1331,onzin,'On-zIn,OnzIn
7251,oog,'ox,ox
8867,ooit,'ojt,ojt
183791,ook,'ok,ok
4499,oom,'om,om
1710,oor,'or,or
2823,oordeel,'or-del,ordel
7810,oorlog,'or-lOx,orlOx
1258,oorsprong,'or-sprON,orsprON
1235,oorspronkelijk,or-'sprON-k@-l@k,orsprONk@l@k
1837,oorspronkelijke,or-'sprON-k@-l@-k@,orsprONk@l@k@
3345,oorzaak,'or-zak,orzak
1323,oorzaken,'or-za-k@,orzak@
1676,oosten,'os-t@,ost@
373046,op,'Op,Op
87505,op,'Op,Op
1646,opdat,Ob-'dAt,ObdAt
3159,opdracht,'Ob-drAxt,ObdrAxt
5421,opeens,Op-'ens,Opens
14450,open,'o-p@,op@
1134,openbaar,o-p@-'bar,op@bar
1785,openbare,o-p@-'ba-r@,op@bar@
2157,opende,'o-p@n-d@,op@nd@
1193,operatie,o-p@-'ra-tsi,op@ratsi
1282,opgelost,'Op-x@-lOst,Opx@lOst
1787,opgemerkt,'Op-x@-mErkt,Opx@mErkt
3084,opgenomen,'Op-x@-no-m@,Opx@nom@
1030,opgericht,'Op-x@-rIxt,Opx@rIxt
1108,opgesteld,'Op-x@-stElt,Opx@stElt
2138,opleiding,'Op-lK-dIN,OplKdIN
3350,oplossing,'Op-lO-sIN,OplOsIN
1678,opmerking,'Op-mEr-kIN,OpmErkIN
1219,opmerkingen,'Op-mEr-kI-N@,OpmErkIN@
9649,opnieuw,Op-'niw,Opniw
1073,opstand,'Op-stAnt,OpstAnt
1792,optreden,'Op-tre-d@,Optred@
2679,opvatting,'Op-fA-tIN,OpfAtIN
2739,opvattingen,'Op-fA-tI-N@,OpfAtIN@
1639,opvoeding,'Op-fu-dIN,OpfudIN
1470,opwinding,'Op-wIn-dIN,OpwIndIN
1180,opzet,'Op-sEt,OpsEt
2528,opzicht,'Op-sIxt,OpsIxt
2001,opzichte,'Op-sIx-t@,OpsIxt@
2323,opzij,Op-'sK,OpsK
6694,orde,'Or-d@,Ord@
1859,ordening,'Or-d@-nIN,Ord@nIN
2848,oren,'o-r@,or@
1109,organen,Or-'Ga-n@,OrGan@
3912,organisatie,Or-Ga-ni-'za-tsi,OrGanizatsi
1571,organisaties,Or-Ga-ni-'za-tsis,OrGanizatsis
4775,oud,'Mt,Mt
9753,oude,'M-d@,Md@
9753,oude,'M-d@,Md@
2529,ouder,'M-d@r,Md@r
2369,oudere,'M-d@-r@,Md@r@
8726,ouders,'M-d@rs,Md@rs
1398,ouwe,'M-w@,Mw@
119123,over,'o-v@r,ov@r
6336,over,'o-v@r,ov@r
5728,overal,'o-v@r-Al,ov@rAl
1124,overdag,o-v@r-'dAx,ov@rdAx
1408,overeenkomst,o-v@r-'eN-kOmst,ov@reNkOmst
1611,overeenstemming,o-v@r-'en-stE-mIN,ov@renstEmIN
2719,overeind,o-v@r-'Knt,ov@rKnt
1021,overgang,'o-v@r-GAN,ov@rGAN
4962,overheid,'o-v@r-hKt,ov@rhKt
1726,overige,'o-v@-r@-G@,ov@r@G@
